Date,Open,High,Low,Close,Volume,Daily Average Tone
2015-06-30,86.5999984741211,86.69999694824219,85.56999969482422,85.7699966430664,23016500,110.91598360655738
2015-07-01,86.7699966430664,87.94999694824219,86.48999786376953,86.91000366210938,25260000,-283.36340852130326
2015-07-02,87.4000015258789,87.44000244140625,86.33999633789062,87.29000091552734,16908800,-103.84581497797356
2015-07-06,86.48999786376953,88.19000244140625,86.38999938964844,87.55000305175781,24635900,-88.1078431372549
2015-07-07,87.80000305175781,87.8499984741211,85.2300033569336,87.22000122070312,33059900,-218.503355704698
2015-07-08,86.29000091552734,86.75,85.44999694824219,85.6500015258789,24399300,-21.35126582278481
2015-07-09,86.7300033569336,87.5999984741211,85.6500015258789,85.87999725341797,23307400,-178.74761904761905
2015-07-10,87.3499984741211,88.22000122070312,86.7699966430664,87.94999694824219,23245900,-437.0181818181818
2015-07-13,88.66000366210938,90.22000122070312,88.41999816894531,90.0999984741211,29976700,-544.2175324675325
2015-07-14,90.45999908447266,90.80000305175781,89.6500015258789,89.68000030517578,26627800,-531.1809045226131
2015-07-15,90.0,90.98999786376953,89.41999816894531,89.76000213623047,30886600,-589.6849710982659
2015-07-16,90.27999877929688,90.86000061035156,89.7699966430664,90.8499984741211,21804100,-316.5828571428572
2015-07-17,92.55000305175781,95.38999938964844,92.54000091552734,94.97000122070312,54001600,-170.09623430962344
2015-07-20,95.8499984741211,98.5999984741211,95.36000061035156,97.91000366210938,54860500,-319.7368421052632
2015-07-21,98.94999694824219,99.23999786376953,97.13999938964844,98.38999938964844,39453300,-374.625
2015-07-22,96.73999786376953,97.58000183105469,95.91999816894531,97.04000091552734,28299500,-421.9382716049383
2015-07-23,96.95999908447266,97.44999694824219,94.80999755859375,95.44000244140625,29418800,-208.625
2015-07-24,97.3499984741211,97.76000213623047,95.87999725341797,96.94999694824219,33444900,-284.87373737373736
2015-07-27,96.58000183105469,96.61000061035156,93.83000183105469,94.16999816894531,38585400,-183.24096385542168
2015-07-28,94.83999633789062,95.55999755859375,93.30999755859375,95.29000091552734,35236000,-192.71945701357467
2015-07-29,96.31999969482422,97.27999877929688,94.73999786376953,96.98999786376953,64648300,-294.6005434782609
2015-07-30,94.91000366210938,95.80999755859375,91.80000305175781,95.20999908447266,86211300,-158.79538904899135
2015-07-31,94.94999694824219,96.33000183105469,93.94999694824219,94.01000213623047,46509000,-158.45906432748538
2015-08-03,93.52999877929688,95.08000183105469,92.80000305175781,94.13999938964844,29343100,-145.42735042735043
2015-08-04,93.79000091552734,94.7300033569336,93.33000183105469,94.05999755859375,20136000,-482.3709090909091
2015-08-05,95.25,97.08999633789062,95.18000030517578,96.44000244140625,29813200,-274.2888888888889
2015-08-06,97.18000030517578,98.73999786376953,94.41999816894531,95.12000274658203,42271300,-174.25555555555556
2015-08-07,95.37999725341797,95.4000015258789,93.61000061035156,94.30000305175781,23199100,-402.3890909090909
2015-08-10,95.68000030517578,95.9000015258789,93.62999725341797,94.1500015258789,21624200,-111.49268292682927
2015-08-11,93.7300033569336,94.76000213623047,92.9000015258789,93.62000274658203,22491000,-120.6376811594203
2015-08-12,92.69999694824219,94.44000244140625,91.19000244140625,94.19000244140625,27050500,-278.0609318996416
2015-08-13,94.05000305175781,94.7300033569336,93.3499984741211,93.43000030517578,17451800,-242.6701030927835
2015-08-14,93.54000091552734,94.72000122070312,93.20999908447266,94.41999816894531,15929700,-242.487922705314
2015-08-17,94.41999816894531,94.45999908447266,93.38999938964844,93.93000030517578,18313500,-541.2916666666666
2015-08-18,94.08000183105469,95.8499984741211,94.04000091552734,95.16999816894531,22278800,-440.1679104477612
2015-08-19,94.62999725341797,96.0999984741211,94.16000366210938,95.30999755859375,23251300,-353.5770491803279
2015-08-20,93.54000091552734,94.7699966430664,90.45999908447266,90.55999755859375,44598200,-191.49769585253452
2015-08-21,87.5199966430664,89.18000030517578,85.61000061035156,86.05999755859375,62778700,-126.17054263565892
2015-08-24,77.02999877929688,82.08999633789062,72.0,82.08999633789062,83710700,-271.0113636363636
2015-08-25,86.94999694824219,87.66999816894531,83.0,83.0,52021200,-401.97222222222223
2015-08-26,85.94999694824219,87.45999908447266,83.26000213623047,87.19000244140625,45124300,-514.4576802507837
2015-08-27,89.0999984741211,90.05999755859375,87.19000244140625,89.7300033569336,42431400,-314.8782287822878
2015-08-28,89.87999725341797,91.4800033569336,89.79000091552734,91.01000213623047,33215900,-333.5748987854251
2015-08-31,90.5999984741211,91.05000305175781,88.88999938964844,89.43000030517578,32850700,-432.2025316455696
2015-09-01,86.8499984741211,89.38999938964844,86.5,87.2300033569336,36097400,-372.7611336032389
2015-09-02,88.80999755859375,89.88999938964844,87.62999725341797,89.88999938964844,27190500,-414.3973799126638
2015-09-03,89.76000213623047,89.81999969482422,87.7300033569336,88.1500015258789,27048200,-500.5880503144654
2015-09-04,87.19999694824219,88.38999938964844,86.69999694824219,88.26000213623047,27328700,-377.5953307392996
2015-09-08,89.69000244140625,90.23999786376953,88.83000183105469,89.52999877929688,27012500,-178.65079365079364
2015-09-09,90.77999877929688,91.9800033569336,90.16999816894531,90.44000244140625,32551100,-192.99574468085103
2015-09-10,90.06999969482422,92.05999755859375,89.62999725341797,91.9800033569336,26437400,-205.5435897435897
2015-09-11,91.68000030517578,92.08000183105469,91.12999725341797,92.05000305175781,21185000,-362.4266211604096
2015-09-14,92.30999755859375,92.62000274658203,91.5999984741211,92.30999755859375,20127900,-157.75539568345323
2015-09-15,92.37000274658203,93.25,91.79000091552734,92.9000015258789,18859400,-621.2458628841607
2015-09-16,92.9000015258789,93.5999984741211,92.62999725341797,93.44999694824219,16321200,-657.5326797385621
2015-09-17,93.37000274658203,95.51000213623047,92.9000015258789,94.33999633789062,27841800,-271.29057591623035
2015-09-18,93.19999694824219,95.19000244140625,93.05000305175781,94.4000015258789,62300000,-198.3403361344538
2015-09-21,94.62000274658203,96.48999786376953,94.5199966430664,95.55000305175781,28790000,-291.64516129032256
2015-09-22,93.7699966430664,94.68000030517578,91.91999816894531,92.95999908447266,36888900,-317.8689138576779
2015-09-23,93.4000015258789,94.31999969482422,92.80000305175781,93.97000122070312,21701400,-312.9016393442623
2015-09-24,93.05999755859375,94.7699966430664,92.23999786376953,94.41000366210938,29106000,-390.09302325581393
2015-09-25,95.79000091552734,95.8499984741211,92.05999755859375,92.7699966430664,28961600,-232.4618320610687
2015-09-28,92.08000183105469,92.29000091552734,88.18000030517578,89.20999908447266,41199900,-137.51293103448276
2015-09-29,89.0999984741211,90.05999755859375,85.72000122070312,86.66999816894531,42281800,-483.5242718446602
2015-09-30,88.44000244140625,90.0199966430664,88.01000213623047,89.9000015258789,36169100,-462.5516014234876
2015-10-01,90.05000305175781,90.94999694824219,88.36000061035156,90.94999694824219,29283700,-277.6351351351352
2015-10-02,88.9000015258789,92.19999694824219,88.37000274658203,92.06999969482422,37881700,-302.49751243781094
2015-10-05,92.94000244140625,94.2699966430664,92.66000366210938,94.01000213623047,27292500,-77.32876712328768
2015-10-06,94.08000183105469,94.16999816894531,92.33999633789062,92.80000305175781,22172800,-378.6834532374101
2015-10-07,93.11000061035156,93.66000366210938,91.37000274658203,92.4000015258789,24129300,-172.04025423728814
2015-10-08,91.88999938964844,93.22000122070312,90.47000122070312,92.47000122070312,27290500,-220.4936386768448
2015-10-09,92.9000015258789,93.73999786376953,92.23999786376953,93.23999786376953,20012900,-219.03041825095056
2015-10-12,93.31999969482422,94.5999984741211,92.66999816894531,94.26000213623047,18449600,-268.52016129032256
2015-10-13,93.66000366210938,95.37000274658203,93.55000305175781,94.12000274658203,19480300,-237.0103626943005
2015-10-14,94.08000183105469,95.19999694824219,93.61000061035156,94.06999969482422,19253400,-289.4527559055118
2015-10-15,94.98999786376953,96.30000305175781,94.9000015258789,95.95999908447266,27557500,-455.0195439739414
2015-10-16,96.18000030517578,97.58999633789062,95.3499984741211,97.54000091552734,25412900,-717.6802030456853
2015-10-19,97.18000030517578,98.56999969482422,96.91999816894531,98.47000122070312,23729900,-417.57142857142856
2015-10-20,98.7300033569336,99.58999633789062,96.55999755859375,97.0,30881800,-503.5414551607445
2015-10-21,97.37000274658203,98.18000030517578,96.47000122070312,97.11000061035156,21917800,-55.373493975903614
2015-10-22,97.79000091552734,99.7300033569336,97.55000305175781,99.66999816894531,26392100,-113.6851851851852
2015-10-23,101.91000366210938,102.8499984741211,100.16000366210938,102.19000244140625,42809700,-283.05494505494505
2015-10-26,102.19999694824219,103.80999755859375,101.55000305175781,103.7699966430664,25961200,-131.4972375690608
2015-10-27,102.94000244140625,104.0999984741211,102.4000015258789,103.69999694824219,23795500,-657.3513513513514
2015-10-28,103.9000015258789,104.4800033569336,102.91999816894531,104.19999694824219,24081500,-326.080118694362
2015-10-29,103.95999908447266,105.12000274658203,103.5199966430664,104.87999725341797,20316700,-575.8176638176639
2015-10-30,104.51000213623047,104.72000122070312,101.6500015258789,101.97000122070312,33487100,-407.6376811594203
2015-11-02,101.72000122070312,103.47000122070312,101.18000030517578,103.30999755859375,24003900,-453.7012987012987
2015-11-03,103.22000122070312,103.6500015258789,102.4000015258789,102.58000183105469,21242300,-365.92703862660943
2015-11-04,103.19000244140625,104.13999938964844,102.4800033569336,103.94000244140625,43469300,-236.61089494163423
2015-11-05,108.80000305175781,110.6500015258789,107.94999694824219,108.76000213623047,63232900,-355.9166666666667
2015-11-06,108.04000091552734,108.73999786376953,105.91000366210938,107.0999984741211,35084300,-337.9186991869919
2015-11-09,107.0,108.25,105.86000061035156,106.48999786376953,26383500,-250.89783281733747
2015-11-10,105.95999908447266,108.1500015258789,105.23999786376953,107.91000366210938,25031700,-333.3411978221416
2015-11-11,108.2699966430664,109.87000274658203,107.11000061035156,109.01000213623047,25057100,-498.0921052631579
2015-11-12,108.4800033569336,109.38999938964844,108.0,108.0199966430664,20924700,-354.77407407407406
2015-11-13,107.70999908447266,108.25,103.83000183105469,103.94999694824219,30278400,-325.73313782991204
2015-11-16,103.31999969482422,104.16999816894531,100.47000122070312,104.04000091552734,49309200,-567.8689655172413
2015-11-17,104.62000274658203,106.19999694824219,104.13999938964844,105.12999725341797,26807200,-410.1741176470589
2015-11-18,105.80000305175781,107.87999725341797,105.38999938964844,107.7699966430664,23836500,-751.7169117647059
2015-11-19,107.36000061035156,107.7300033569336,105.94999694824219,106.26000213623047,25520600,-617.4087912087912
2015-11-20,106.83999633789062,107.87000274658203,106.62000274658203,107.31999969482422,22129600,-364.22651933701655
2015-11-23,107.19000244140625,107.47000122070312,106.08000183105469,106.94999694824219,19897200,-490.4036458333333
2015-11-24,106.0,106.48999786376953,104.38999938964844,105.73999786376953,23577300,-966.815144766147
2015-11-25,106.33000183105469,106.5999984741211,105.0999984741211,105.41000366210938,15150800,-891.7504950495049
2015-11-27,105.77999877929688,105.95999908447266,104.86000061035156,105.44999694824219,5913100,-862.3400576368877
2015-11-30,105.83999633789062,106.0999984741211,103.75,104.23999786376953,20383200,-167.7909604519774
2015-12-01,104.83000183105469,107.1500015258789,104.5,107.12000274658203,22781900,-500.95584415584415
2015-12-02,107.0,107.91999816894531,105.79000091552734,106.06999969482422,24429100,-94.48148148148148
2015-12-03,106.2699966430664,106.8499984741211,103.3499984741211,104.37999725341797,23236500,-381.1130952380952
2015-12-04,104.80999755859375,107.7300033569336,104.11000061035156,106.18000030517578,21224700,-790.739837398374
2015-12-07,106.4800033569336,106.83000183105469,104.66000366210938,105.61000061035156,15474900,-428.848
2015-12-08,104.0,106.91000366210938,103.94999694824219,106.48999786376953,20401800,-335.036036036036
2015-12-09,106.18000030517578,106.44000244140625,103.55000305175781,104.5999984741211,23517300,-534.4733893557423
2015-12-10,105.05000305175781,106.4000015258789,104.41000366210938,105.41999816894531,17454300,-983.1729893778452
2015-12-11,104.1500015258789,104.33999633789062,101.91000366210938,102.12000274658203,26427700,-664.7402912621359
2015-12-14,102.29000091552734,104.73999786376953,101.45999908447266,104.66000366210938,24648100,-653.3562091503268
2015-12-15,105.30000305175781,105.80000305175781,104.27999877929688,104.55000305175781,21764300,-861.1875
2015-12-16,105.37000274658203,107.08999633789062,104.19000244140625,106.79000091552734,22680500,-808.3905996758509
2015-12-17,107.48999786376953,107.75,106.12999725341797,106.22000122070312,21675700,-386.09316770186336
2015-12-18,106.08000183105469,106.58999633789062,103.97000122070312,104.04000091552734,35994200,-660.754189944134
2015-12-21,104.91000366210938,105.1500015258789,103.5999984741211,104.7699966430664,16138800,-428.425
2015-12-22,105.22000122070312,105.66000366210938,104.80999755859375,105.51000213623047,14597100,-102.01570680628272
2015-12-23,105.88999938964844,106.11000061035156,103.86000061035156,104.62999725341797,19599700,-253.93069306930693
2015-12-24,104.73999786376953,105.31999969482422,104.5,105.0199966430664,6501800,-61.01904761904762
2015-12-28,105.0199966430664,105.9800033569336,104.52999877929688,105.93000030517578,13069700,-211.9640287769784
2015-12-29,106.41999816894531,107.73999786376953,106.25,107.26000213623047,17179900,-473.1284403669725
2015-12-30,107.0,107.25,106.05999755859375,106.22000122070312,13115000,-609.1424802110818
2015-12-31,106.0,106.16999816894531,104.62000274658203,104.66000366210938,18391100,-405.8452012383901
2016-01-04,101.94999694824219,102.23999786376953,99.75,102.22000122070312,37912400,-157.668
2016-01-05,102.88999938964844,103.70999908447266,101.66999816894531,102.7300033569336,23258200,-363.70848708487085
2016-01-06,101.12999725341797,103.7699966430664,100.9000015258789,102.97000122070312,25096200,-493.2028985507246
2016-01-07,100.5,101.43000030517578,97.30000305175781,97.91999816894531,45172900,-422.7335423197492
2016-01-08,99.87999725341797,100.5,97.02999877929688,97.33000183105469,35402300,-534.1833333333333
2016-01-11,97.91000366210938,98.5999984741211,95.38999938964844,97.51000213623047,29932400,-157.56730769230768
2016-01-12,99.0,99.95999908447266,97.55000305175781,99.37000274658203,28395400,-275.3549783549784
2016-01-13,100.58000183105469,100.58000183105469,95.20999908447266,95.44000244140625,33410600,-299.13157894736844
2016-01-14,95.8499984741211,98.87000274658203,92.44999694824219,98.37000274658203,48658600,-332.8252032520325
2016-01-15,93.9800033569336,96.37999725341797,93.54000091552734,94.97000122070312,46132800,-166.05791505791507
2016-01-19,96.52999877929688,97.41999816894531,93.91999816894531,95.26000213623047,30998300,-660.9140049140049
2016-01-20,92.83000183105469,95.0,89.37000274658203,94.3499984741211,59051400,-709.9450800915332
2016-01-21,94.91000366210938,95.98999786376953,92.62000274658203,94.16000366210938,30518900,-576.149863760218
2016-01-22,96.41000366210938,98.06999969482422,95.48999786376953,97.94000244140625,30495400,-297.22324159021406
2016-01-25,98.72000122070312,99.4800033569336,96.93000030517578,97.01000213623047,32482000,-90.64761904761905
2016-01-26,97.76000213623047,97.87999725341797,95.66000366210938,97.33999633789062,26877100,-288.3979591836735
2016-01-27,97.79000091552734,97.8499984741211,94.2300033569336,94.44999694824219,58699400,-178.24347826086955
2016-01-28,107.19999694824219,110.33999633789062,104.80999755859375,109.11000061035156,107475300,-155.89709762532982
2016-01-29,108.98999786376953,112.83999633789062,108.83999633789062,112.20999908447266,62739500,-424.8605577689243
2016-02-01,112.2699966430664,115.72000122070312,112.01000213623047,115.08999633789062,46132700,-428.4375
2016-02-02,114.80000305175781,117.58999633789062,113.19999694824219,114.61000061035156,59778600,-355.0063694267516
2016-02-03,115.2699966430664,115.33999633789062,109.75,112.69000244140625,56919300,-181.23280423280423
2016-02-04,111.80000305175781,111.94000244140625,109.25,110.48999786376953,38890200,-104.84507042253522
2016-02-05,109.51000213623047,109.58000183105469,103.18000030517578,104.06999969482422,76894700,-518.1959287531806
2016-02-08,100.41000366210938,102.68000030517578,97.45999908447266,99.75,71229700,-455.3057644110276
2016-02-09,97.13999938964844,102.4000015258789,96.81999969482422,99.54000091552734,62709000,-369.4594059405941
2016-02-10,101.55000305175781,103.25,100.23999786376953,101.0,45179400,-374.73716012084594
2016-02-11,99.5999984741211,105.11000061035156,98.87999725341797,101.91000366210938,43670600,-209.40851063829788
2016-02-12,103.73999786376953,104.23999786376953,101.08999633789062,102.01000213623047,36176800,-538.0488888888889
2016-02-16,103.80000305175781,103.93000030517578,100.23999786376953,101.61000061035156,45687200,-331.96108949416345
2016-02-17,102.0199966430664,105.72000122070312,100.4000015258789,105.19999694824219,44073400,-536.4252491694352
2016-02-18,105.80000305175781,106.0,103.02999877929688,103.47000122070312,29593500,-154.5427807486631
2016-02-19,102.55000305175781,105.0199966430664,102.05999755859375,104.56999969482422,32404500,-340.24251497005986
2016-02-22,105.48999786376953,108.25,105.33999633789062,107.16000366210938,35709700,-455.1136363636364
2016-02-23,106.8499984741211,107.47000122070312,105.12000274658203,105.45999908447266,25319300,-580.6811023622047
2016-02-24,104.20999908447266,106.94999694824219,102.73999786376953,106.87999725341797,34412400,-236.1350482315113
2016-02-25,107.11000061035156,108.06999969482422,105.61000061035156,108.06999969482422,29906300,-543.937875751503
2016-02-26,108.69999694824219,109.44999694824219,107.16000366210938,107.91999816894531,26686200,-651.6887661141805
2016-02-29,107.5999984741211,108.91000366210938,106.75,106.91999816894531,32779000,-377.9182156133829
2016-03-01,107.83000183105469,109.81999969482422,107.5999984741211,109.81999969482422,26817300,-488.7742663656885
2016-03-02,109.68000030517578,110.55000305175781,108.7699966430664,109.94999694824219,25670200,-1955.6484607745776
2016-03-03,110.25,110.30000305175781,108.54000091552734,109.58000183105469,21353100,-1563.3293492695884
2016-03-04,110.05000305175781,110.05000305175781,107.93000030517578,108.38999938964844,24938900,-1359.035335689046
2016-03-07,108.06999969482422,108.06999969482422,104.72000122070312,105.7300033569336,31436400,-244.92558139534884
2016-03-08,104.77999877929688,107.37000274658203,104.4000015258789,105.93000030517578,25617000,-177.26543209876544
2016-03-09,106.69999694824219,107.51000213623047,105.48999786376953,107.51000213623047,20493300,-345.5872340425532
2016-03-10,107.91000366210938,108.66000366210938,105.7699966430664,107.31999969482422,24854300,-416.24715909090907
2016-03-11,108.4800033569336,109.41999816894531,107.91999816894531,109.41000366210938,20697600,-256.5309278350516
2016-03-14,109.27999877929688,110.33000183105469,108.7699966430664,109.88999938964844,17249400,-372.1540880503144
2016-03-15,109.11000061035156,110.83000183105469,108.83999633789062,110.66999816894531,17618500,-491.19312169312167
2016-03-16,110.48999786376953,112.5,110.0999984741211,112.18000030517578,24744800,-456.555223880597
2016-03-17,112.1500015258789,112.69000244140625,110.7300033569336,111.0199966430664,24241200,-261.4936170212766
2016-03-18,111.55999755859375,112.41999816894531,110.2699966430664,111.44999694824219,36256900,-156.20945945945945
