DATEADDED,Daily Average Tone
20150218,4.0
20150219,0.35
20150220,0.0217391304347826
20150221,0.3043478260869565
20150222,-0.125
20150223,0.1818181818181818
20150224,1.162790697674419
20150225,1.8235294117647056
20150226,0.625
20150227,0.0625
20150228,-0.4210526315789473
20150301,1.3333333333333333
20150302,2.0
20150303,-0.8947368421052632
20150304,-0.6811594202898551
20150305,-0.1363636363636363
20150306,-0.7777777777777778
20150307,1.8571428571428568
20150308,-0.2857142857142857
20150309,-0.5147058823529411
20150310,-0.4897959183673469
20150311,0.0
20150312,0.1481481481481481
20150313,-0.2
20150314,-0.1111111111111111
20150315,0.7777777777777778
20150316,-0.7321428571428571
20150317,0.7692307692307693
20150318,0.5192307692307693
20150319,0.6323529411764706
20150320,0.3243243243243243
20150321,1.162162162162162
20150322,0.0
20150323,0.9310344827586208
20150324,-0.2666666666666666
20150325,0.6428571428571429
20150327,-0.282051282051282
20150328,-1.5
20150329,0.0
20150330,-0.3428571428571428
20150331,-0.1666666666666666
20150401,0.5666666666666667
20150402,0.8928571428571429
20150403,0.123076923076923
20150404,0.08
20150405,0.1111111111111111
20150406,-0.0714285714285714
20150407,0.3333333333333333
20150408,0.8235294117647058
20150409,2.125
20150410,0.3529411764705882
20150411,0.1818181818181818
20150413,0.25
20150414,-0.2
20150415,0.425531914893617
20150416,0.88
20150417,0.9333333333333332
20150418,-0.3333333333333333
20150419,-0.5454545454545454
20150420,-0.1515151515151515
20150421,-0.275
20150422,0.4047619047619047
20150423,-0.1304347826086956
20150424,0.6097560975609756
20150425,-0.1176470588235294
20150426,0.25
20150427,-0.3529411764705882
20150428,-0.1818181818181818
20150429,0.5517241379310345
20150430,0.2051282051282051
20150501,0.0723981900452488
20150502,0.1071428571428571
20150503,0.4482758620689655
20150504,0.5227272727272727
20150505,0.5087719298245614
20150506,-0.4545454545454545
20150507,-0.992
20150508,0.1282051282051282
20150509,-0.6896551724137931
20150510,-0.6935483870967742
20150511,0.0641025641025641
20150512,-1.0555555555555556
20150513,-0.3555555555555555
20150514,-0.5476190476190477
20150515,0.2142857142857142
20150516,0.1904761904761904
20150517,0.0
20150518,-0.0606060606060606
20150519,-0.1379310344827586
20150520,-0.6428571428571429
20150521,0.0
20150522,0.6274509803921569
20150523,0.8333333333333334
20150524,-2.769230769230769
20150525,-1.25
20150526,-1.0909090909090908
20150527,0.5714285714285714
20150528,0.5
20150529,0.3095238095238095
20150530,-0.0277777777777777
20150531,1.0
20150601,0.0588235294117647
20150602,-0.2608695652173913
20150603,1.5
20150604,0.2
20150605,0.5416666666666666
20150606,1.5
20150607,0.6153846153846154
20150608,0.1538461538461538
20150609,0.1428571428571428
20150610,1.2234042553191489
20150611,0.3888888888888889
20150612,0.6190476190476191
20150613,1.0
20150614,1.5
20150615,1.0555555555555556
20150616,0.2580645161290322
20150617,0.9
20150618,0.5151515151515151
20150619,0.9411764705882352
20150620,1.0
20150621,1.0
20150622,0.3714285714285714
20150623,0.4285714285714285
20150624,0.3529411764705882
20150625,-0.3529411764705882
20150626,0.3571428571428571
20150627,1.6
20150628,-0.5714285714285714
20150629,0.7894736842105263
20150630,1.0555555555555556
20150701,0.5833333333333334
20150702,0.92
20150703,2.0
20150704,0.0
20150705,0.0
20150706,0.3333333333333333
20150707,0.1818181818181818
20150708,0.7027027027027027
20150709,1.1714285714285717
20150710,1.2058823529411764
20150711,-0.3076923076923077
20150712,0.3809523809523809
20150713,0.1923076923076923
20150714,-0.5
20150715,-0.3829787234042553
20150716,0.1555555555555555
20150717,0.2222222222222222
20150718,-0.36
20150719,0.7894736842105263
20150720,-0.2195121951219512
20150721,1.125
20150722,0.0
20150723,1.0833333333333333
20150724,-0.25
20150725,0.125
20150726,1.9090909090909087
20150727,0.5641025641025641
20150728,-0.6388888888888888
20150729,1.2857142857142858
20150730,1.9142857142857144
20150731,0.6666666666666666
20150801,2.9375
20150802,0.1
20150803,2.071428571428572
20150804,1.0
20150805,0.5526315789473685
20150806,-0.2592592592592592
20150807,0.0967741935483871
20150808,-1.4545454545454546
20150809,-0.7142857142857143
20150810,-0.2641509433962264
20150811,1.725
20150812,1.2
20150813,0.3478260869565217
20150814,-0.1470588235294117
20150815,0.303030303030303
20150816,-0.15
20150817,1.0
20150818,-0.217391304347826
20150819,-0.1458333333333333
20150820,-0.0384615384615384
20150821,-0.0256410256410256
20150822,0.6153846153846154
20150823,-0.6666666666666666
20150824,0.5909090909090909
20150825,0.8888888888888888
20150826,0.7710843373493976
20150827,1.4848484848484849
20150828,1.5294117647058822
20150829,0.1538461538461538
20150830,-0.1666666666666666
20150831,-0.2784810126582278
20150901,0.9247311827956988
20150902,0.8307692307692308
20150903,-0.5857142857142857
20150904,-3.114583333333333
20150905,-6.366666666666666
20150906,0.5454545454545454
20150907,0.1515151515151515
20150908,1.1612903225806452
20150909,-0.2068965517241379
20150910,1.1923076923076923
20150911,0.0
20150912,0.0666666666666666
20150913,3.0
20150914,-1.3666666666666667
20150915,1.2285714285714286
