Date,Open,High,Low,Close,Volume,RSI(14),ma7,ma20,MACD,signal_line,bollinger_high,bollinger_low,center_line,%K,%D,target,Daily Average Tone
2015-02-19,373.489990234375,381.8800048828125,373.42999267578125,379.0,2953800,73.01155657851909,376.4200003487723,352.78900146484375,18.403355635102116,17.395527799748894,411.22978626123887,294.34821666844863,352.78900146484375,90.53478685361387,89.99260854695899,1,-0.1052631578947368
2015-02-20,378.6199951171875,383.70001220703125,375.8399963378906,383.6600036621094,3258000,74.78424887435165,377.94285801478793,356.4560012817383,18.299878014356693,17.576397842670456,412.9486418613713,299.96336070210526,356.4560012817383,99.88124505187716,92.96884210110268,0,0.5609756097560976
2015-02-23,383.44000244140625,384.5400085449219,378.0,380.1400146484375,2177000,70.99110604534981,378.65714372907365,359.84350128173827,17.729463341578253,17.607010942452018,413.4097413672359,306.27726119624066,359.84350128173827,83.27634243718435,91.2307914475585,0,-0.5714285714285714
2015-02-24,378.6499938964844,380.4800109863281,376.1600036621094,378.5899963378906,1920800,69.32366390809474,378.85999843052457,363.29000091552734,16.95686390831412,17.47698153562444,412.16165084372767,314.418350987327,363.29000091552734,77.38497620997394,86.84752123301188,1,-2.757575757575758
2015-02-25,377.2699890136719,387.8500061035156,376.5400085449219,385.3699951171875,3174500,72.37966333206381,379.365713936942,367.2210006713867,16.699164951161492,17.32141821873185,409.4676338918674,324.974367450906,367.2210006713867,88.70155076481596,83.12095647065814,0,-3.176470588235294
2015-02-26,384.07000732421875,389.3699951171875,383.2799987792969,384.79998779296875,2687100,71.7326663443681,380.70428466796875,371.2654998779297,16.26148951497987,17.109432477981454,402.562365732538,339.9686340233214,371.2654998779297,79.38650948564695,81.82434548681235,0,-0.5402298850574713
2015-02-27,384.0,385.989990234375,379.7900085449219,380.1600036621094,2532300,66.52001384836265,381.6742858886719,374.6845001220703,15.363124105652503,16.760170803515663,390.2039406070201,359.16505963712046,374.6845001220703,58.45738135026278,75.51514720024196,1,-1.2625
2015-03-02,380.8500061035156,385.8999938964844,379.4800109863281,385.6600036621094,2139200,69.36206666039368,382.62571498325894,376.2410003662109,14.922944664092256,16.392725575630983,389.43242984304095,363.0495708893809,376.2410003662109,82.21479357462621,73.35289480351204,0,-0.4310344827586206
2015-03-03,383.95001220703125,386.1000061035156,381.6000061035156,384.6099853515625,1946500,68.1722679795524,382.7614266531808,377.2479995727539,14.324250539360776,15.979030568376942,389.74817236334246,364.7478267821653,377.2479995727539,73.94629103464173,71.53948865317697,0,0.2666666666666666
2015-03-04,385.7099914550781,387.8999938964844,382.19000244140625,382.7200012207031,2259100,65.97845516145905,383.1299961635045,378.2065002441406,13.54118090368371,15.491460635438296,389.2083583012866,367.20464218699465,378.2065002441406,60.179633605920785,72.1135727383963,1,-0.4418604651162791
2015-03-05,385.6099853515625,388.4200134277344,383.8900146484375,387.8299865722656,2693500,68.8931558365704,384.4499947684152,379.3604995727539,13.180983514560694,15.029365211262776,389.2610470811114,369.45995206439636,379.3604995727539,90.7783818356252,74.9681021587293,0,-2.0
2015-03-06,385.5199890136719,387.0,378.8800048828125,380.0899963378906,2627000,60.44595848004116,383.6957092285156,379.6704986572266,12.131131826157343,14.44971853424169,389.24951923766093,370.0914780767922,379.6704986572266,44.43108410617205,65.1296998492394,0,0.6274509803921569
2015-03-09,378.3999938964844,379.3299865722656,375.2799987792969,378.55999755859375,2311400,58.90833961536029,382.80428205217635,379.8844985961914,11.048300750841463,13.769434977561646,389.15863446623877,370.61036272614405,379.8844985961914,34.56413591045708,56.59120061741817,0,0.6976744186046512
2015-03-10,377.45001220703125,377.7699890136719,369.17999267578125,369.510009765625,3121000,50.69388722374995,381.28285435267856,379.83199920654295,9.352085916316298,12.885965165312578,389.3259610334897,370.3380373795962,379.83199920654295,1.6345569585813484,26.876592325070217,0,0.8214285714285714
2015-03-11,370.6099853515625,373.3500061035156,366.260009765625,366.3699951171875,2495100,48.183347112557556,378.52713884626115,379.50049896240233,7.666080693193919,11.841988270888846,390.29890670210096,368.7020912227037,379.50049896240233,0.4759213382844647,12.224871402441023,1,0.15
2015-03-12,368.82000732421875,375.5,367.5199890136719,374.239990234375,2810000,54.29306480708822,377.0457109723772,379.4554977416992,6.8855795654156395,10.850706529794206,390.3334265426423,368.5775689407561,379.4554977416992,34.53044364742733,12.213640648097773,0,1.0
2015-03-13,371.5199890136719,373.989990234375,366.67999267578125,370.5799865722656,2611700,51.265662733894324,375.3114231654576,379.1259963989258,5.903641585530295,9.861293540941423,390.6414339699736,367.610558827878,379.1259963989258,18.693117892212534,17.899827625974833,1,-0.2424242424242424
2015-03-16,370.3800048828125,373.94000244140625,366.7200012207031,373.3500061035156,2354100,53.384240943381286,373.2428545270647,378.7019973754883,5.288009209645452,8.94663667468223,390.4108103798976,366.993184371079,378.7019973754883,30.679363184500072,27.96764157471337,0,0.9206349206349206
2015-03-17,371.1099853515625,374.5,369.6400146484375,371.9200134277344,2037000,52.12448368911434,372.0757141113281,378.52649841308596,4.631340448594756,8.083577429464736,390.5277883742336,366.52520845193834,378.52649841308596,24.491593464929192,24.621358180547322,1,-0.0705882352941176
2015-03-18,369.9700012207031,375.989990234375,366.70001220703125,375.1400146484375,2654100,54.71583935810056,371.58714512416293,378.61499938964846,4.32094376225956,7.331050696023701,390.4883047529269,366.74169402637,378.61499938964846,40.07221757817718,31.74772474253554,0,-0.9111111111111112
