Date,Open,High,Low,Close,Volume,RSI(14),ma7,ma20,MACD,signal_line,bollinger_high,bollinger_low,center_line,%K,%D,Daily Average Tone
2015-02-18,75.94000244140625,76.9000015258789,75.44999694824219,76.70999908447266,22426400,52.69396769122781,75.77428654261998,76.10850028991699,-0.25544205762440697,-0.37557819189299535,78.15261646358846,74.06438411624552,76.10850028991699,69.21438406090549,54.49393914851114,-2.857142857142857
2015-02-19,76.98999786376953,79.83999633789062,76.94999694824219,79.41999816894531,45851200,62.90154811292369,76.48571450369698,76.24250030517578,0.04373179144924677,-0.29171619522454695,78.73649964729948,73.74850096305208,76.24250030517578,93.42725807414483,69.42972261659963,-3.9705882352941178
2015-02-20,79.55000305175781,80.33999633789062,79.19999694824219,79.9000015258789,36931700,64.36812480497801,77.1585715157645,76.35500030517578,0.31591975533412153,-0.17018900511281326,79.26165797630706,73.4483426340445,76.35500030517578,93.61400796823337,85.41855003442792,-4.88425925925926
2015-02-23,79.95999908447266,80.19000244140625,78.37999725341797,78.83999633789062,24139100,58.83659889294816,77.49142783028739,76.40550003051757,0.44101339004448903,-0.047948526081352805,79.4449692414754,73.36603081955974,76.40550003051757,78.22931592340043,88.42352732192624,-3.934306569343066
2015-02-24,78.5,79.4800033569336,78.0999984741211,78.44999694824219,18897100,56.89919211899726,77.8085697719029,76.45299987792968,0.5028843674661942,0.062218052628156606,79.58760601507382,73.31839374078555,76.45299987792968,72.56894692199857,81.47075693787748,-2.3974358974358974
2015-02-25,78.5,80.19999694824219,78.5,79.55999755859375,25593800,60.85052129376765,78.35428401402065,76.64199981689453,0.6341749612295615,0.1766094343484376,80.03655023618205,73.247449397607,76.64199981689453,88.67926199719628,79.82584161419845,-1.4299065420560748
2015-02-26,79.87999725341797,81.37000274658203,79.72000122070312,80.41000366210938,31111900,63.60231028462001,79.04142761230469,76.85050010681152,0.7976176516525015,0.3008110778092504,80.61299031237365,73.0880099012494,76.85050010681152,87.87880831256605,83.04233907725366,-2.406779661016949
2015-02-27,80.68000030517578,81.2300033569336,78.62000274658203,78.97000122070312,30739200,56.373157942577826,79.36428506033761,76.89900016784668,0.8017093921092595,0.4009907406692522,80.74362115264333,73.05437918305003,76.89900016784668,69.69697261608087,82.08501430861442,-3.5294117647058822
2015-03-02,79.0,79.86000061035156,78.5199966430664,79.75,21662500,59.085866992835925,79.41142817905971,77.09099998474122,0.8580010071448356,0.49239279396436897,81.09895108086306,73.08304888861937,77.09099998474122,76.41918342189868,77.9983214501819,-3.231075697211155
2015-03-03,79.61000061035156,79.69999694824219,78.5199966430664,79.5999984741211,18635000,58.33465500506386,79.36857060023716,77.32150001525879,0.8803604013943698,0.5699863154503692,81.3498152504541,73.29318478006348,77.32150001525879,72.0819690083117,72.73270834876378,-1.463611859838275
2015-03-04,79.30000305175781,81.1500015258789,78.8499984741211,80.9000015258789,28126700,62.75430937055619,79.66285705566406,77.59650001525878,0.9915497953039534,0.654299011421086,81.809281395472,73.38371863504557,77.59650001525878,92.52780362014111,80.34298535011719,-3.7167381974248928
2015-03-05,81.2300033569336,81.98999786376953,81.05000305175781,81.20999908447266,27825700,63.741988534465484,80.05714307512555,77.87550010681153,1.092093430017755,0.7418578951404198,82.26574055982796,73.4852596537951,77.87550010681153,88.71202276232822,84.4405984635937,-3.389830508474576
2015-03-06,80.9000015258789,81.33000183105469,79.83000183105469,80.01000213623047,24488600,57.3969373313746,80.12142944335938,78.09550018310547,1.0626951715432256,0.8060253504209809,82.45042076677304,73.74057959943791,78.09550018310547,71.3459209214459,84.1952491013051,-3.9446808510638296
2015-03-09,79.68000030517578,79.91000366210938,78.62999725341797,79.44000244140625,18925100,54.61589412501727,79.98285784040179,78.34400024414063,0.9820818005411098,0.8412366404450067,82.39998506757782,74.28801542070345,78.34400024414063,61.00924976464371,73.68906448280597,-2.30859375
2015-03-10,78.5,79.26000213623047,77.55000305175781,77.55000305175781,23067100,46.56015872091704,79.78000095912388,78.4995002746582,0.7569621790655958,0.8243817481691245,82.16448845875107,74.83451209056534,78.4995002746582,11.904880843714,48.0866838432679,-3.5240963855421685
2015-03-11,77.80000305175781,78.43000030517578,77.26000213623047,77.56999969482422,20215700,46.649819426654716,79.46857234409877,78.61850013732911,0.5735552314412047,0.7742164448235406,81.98862381520803,75.24837645945018,78.61850013732911,6.553865509621433,26.48933203932641,-3.037037037037037
2015-03-12,78.0999984741211,79.05000305175781,77.91000366210938,78.93000030517578,16093300,52.48835286921809,79.37285831996373,78.73950004577637,0.5318141646815633,0.7257359887951451,81.96896182749937,75.51003826405336,78.73950004577637,35.306547090988275,17.921764481441265,-3.679069767441861
2015-03-13,78.5999984741211,79.37999725341797,77.68000030517578,78.05000305175781,18557300,48.7692288265742,78.96571568080357,78.83050003051758,0.4228512783188165,0.6651590466998795,81.86889860631496,75.79210145472021,78.83050003051758,16.701937190509216,19.520783263706335,-3.3471337579617835
2015-03-16,77.95999908447266,78.12000274658203,77.36000061035156,78.06999969482422,19305400,48.857906987568114,78.51714433942523,78.9470001220703,0.3342578513752841,0.5989788076349605,81.66416928199824,76.22983096214237,78.9470001220703,17.12469958223785,23.044394621245143,-3.0725806451612905
2015-03-17,78.36000061035156,79.77999877929688,78.33999633789062,79.36000061035156,22170000,54.34781379254384,78.42428697858539,79.13500022888184,0.3639438964459458,0.5519718253971576,81.37893916686748,76.89106129089619,79.13500022888184,44.397470845363486,26.07470253937021,-2.7911392405063293
2015-03-18,79.25,81.23999786376953,79.16999816894531,80.91000366210938,36912400,59.9156734939515,78.63428715297154,79.34500045776367,0.5067016521663561,0.5429177907509973,81.42174379780435,77.268257117723,79.34500045776367,77.1671209897253,46.229763805775576,-2.577540106951872
2015-03-19,81.12000274658203,83.0,81.0,82.75,42099500,65.32251226099592,79.37714385986328,79.51150054931641,0.7595548535207115,0.5862452033049402,82.06486171132318,76.95813938730964,79.51150054931641,95.64459768220503,72.4030631724313,-5.002293577981652
2015-03-20,83.38999938964844,84.5999984741211,83.06999969482422,83.80000305175781,44466300,67.97704744490426,80.26714433942523,79.70650062561035,1.0327642449953203,0.6755490116430163,82.87124662577487,76.54175462544582,79.70650062561035,89.1008743664689,87.30419767946644,-3.4545454545454546
2015-03-23,83.91999816894531,84.95999908447266,83.30000305175781,84.43000030517578,27357300,69.48632182081948,81.0528586251395,79.9860008239746,1.285303985084326,0.7975000063312783,83.72969681997354,76.24230482797567,79.9860008239746,93.11689624217492,92.62078943028298,-2.2045454545454546
2015-03-24,84.70999908447266,86.06999969482422,84.5199966430664,85.30999755859375,32576500,71.50645784127113,82.09000069754464,80.3290008544922,1.538714628046833,0.9457429306743892,84.65817979414257,75.99982191484182,80.3290008544922,91.37341263518148,91.19706108127514,-2.48936170212766
2015-03-25,85.5,85.5199966430664,82.91999816894531,82.91999816894531,37436100,59.90639384719416,82.78285762241909,80.49700088500977,1.5290652986802797,1.0624074042755673,84.95270222748965,76.04129954252988,80.49700088500977,64.24514870828513,82.91181919521387,-2.489736070381232
2015-03-26,82.72000122070312,83.7699966430664,82.13999938964844,83.01000213623047,32794800,60.16844790918685,83.30428641183036,80.62700080871582,1.5112598408838949,1.152177891597233,85.21472310710001,76.03927851033163,80.62700080871582,65.26676042482143,73.62844058942937,-0.8187702265372169
2015-03-27,83.37999725341797,83.94999694824219,82.87999725341797,83.30000305175781,18372600,61.05178354282779,83.64571489606585,80.84350090026855,1.5032213376851047,1.2223865808148073,85.50607158604362,76.18093021449349,80.84350090026855,68.55848569033483,66.02346494114715,-2.0304054054054053
2015-03-30,83.80999755859375,84.33999633789062,82.41000366210938,83.19999694824219,24527700,60.55307530065508,83.71000017438617,81.01600074768066,1.4718149427311147,1.2722722531980688,85.7585745733017,76.27342692205963,81.01600074768066,67.42334231656541,67.08286281057393,-2.619047619047619
2015-03-31,82.9000015258789,83.5,82.20999908447266,82.22000122070312,19734300,55.74739243567986,83.48428562709263,81.14700088500976,1.3522596756246656,1.2882697376833883,85.87058779408714,76.42341397593238,81.14700088500976,55.79794628239975,63.926591429766695,-1.4312796208530805
2015-04-01,82.5,82.72000122070312,80.87000274658203,81.66999816894531,22058200,53.195740897611465,83.08999960763114,81.18550071716308,1.1993057650662706,1.2704769431599647,85.912957521241,76.45804391308516,81.18550071716308,49.4833296398067,57.56820607959065,-2.342857142857143
2015-04-02,82.25,82.55999755859375,81.44000244140625,81.55999755859375,19664100,52.67642954514031,82.55428532191685,81.20300064086913,1.0570278005259155,1.227787114633155,85.93328101183573,76.47272026990254,81.20300064086913,48.22040631128809,51.16722741116487,-3.5252100840336134
2015-04-06,80.80000305175781,82.80999755859375,80.80000305175781,82.44000244140625,19062900,56.34782770327348,82.48571450369698,81.32450065612792,1.0037103796371696,1.182971767633958,86.05079825336117,76.59820305889468,81.32450065612792,53.04015941775803,50.247965122950966,-2.8566666666666665
2015-04-07,82.6500015258789,83.41999816894531,82.22000122070312,82.31999969482422,17467000,55.71307884418383,82.38714272635323,81.46850051879883,0.9409263079356123,1.1345626756942888,86.13142686378511,76.80557417381256,81.46850051879883,45.652185931620735,48.97091722022231,-3.45679012345679
2015-04-08,82.62999725341797,83.0999984741211,81.83999633789062,82.27999877929688,18966700,55.48869443060461,82.24142783028739,81.70500030517579,0.8778227450169709,1.0832146895588253,86.0154451671893,77.39455544316228,81.70500030517579,28.08342827857876,42.2585912093192,-3.1486486486486487
2015-04-09,82.5,82.80000305175781,81.70999908447266,82.16999816894531,15927300,54.83466012342635,82.0942851475307,81.93500022888183,0.8096039761493472,1.0284925468769297,85.80694207270905,78.06305838505462,81.93500022888183,25.99612883985355,33.24391435001771,-2.5485714285714285
2015-04-10,82.20999908447266,82.61000061035156,81.91000366210938,82.04000091552734,12529700,54.02424323965169,82.06857081821987,82.09050025939942,0.7365598153547808,0.9701060005725,85.70870599215714,78.4722945266417,82.09050025939942,23.52938621699054,25.869647778474313,-2.1381381381381384
2015-04-13,81.93000030517578,83.94000244140625,81.91999816894531,83.01000213623047,26883100,58.904778326401,82.25999995640346,82.33850021362305,0.7483166549552323,0.9257481314490464,85.46089833344834,79.21610209379776,82.33850021362305,41.9354932109927,30.487002755945625,-2.357615894039735
2015-04-14,83.16999816894531,83.69000244140625,82.44000244140625,83.5199966430664,19634200,61.23479251954075,82.53999982561383,82.61100006103516,0.7896833514273425,0.8985351754447057,85.0782886088322,80.14371151323812,82.61100006103516,57.62706111120989,41.03064684639774,-2.23943661971831
2015-04-15,83.55000305175781,83.66000366210938,82.2699966430664,82.70999908447266,22390900,55.821384774803605,82.57857077462333,82.77849998474122,0.748478726024203,0.8685238855606052,84.74406569363616,80.81293427584627,82.77849998474122,53.95479251886878,51.17244894702382,-2.1989247311827955
2015-04-16,82.47000122070312,83.06999969482422,82.1500015258789,82.30999755859375,13769700,53.31479725612987,82.57714189801898,82.84849967956544,0.6757572741308451,0.8299705632746532,84.6344145515583,81.06258480757258,82.84849967956544,42.65529295637444,51.412382195484405,-1.808888888888889
2015-04-17,81.4800033569336,82.11000061035156,80.37000274658203,80.77999877929688,24215000,44.9926085430486,82.36285618373326,82.74999961853027,0.48902965536301224,0.7617823816923252,84.75111971473063,80.7488795223299,82.74999961853027,10.327372659050072,35.64581937809779,-2.039473684210526
2015-04-20,81.54000091552734,83.1500015258789,81.23999786376953,83.08999633789062,28796800,56.12752683463936,82.49428449358258,82.71449928283691,0.521433409944251,0.7137125873427104,84.66438611441376,80.76461245126006,82.71449928283691,76.19030318831784,43.05765626791415,-0.2772277227722772
2015-04-21,84.0,84.48999786376953,83.54000091552734,83.62000274658203,27171900,58.217380748619135,82.71999904087612,82.67399940490722,0.583158419384219,0.6876017537510122,84.50999947259493,80.83799933721951,82.67399940490722,78.88358863441083,55.1337548272596,-2.145985401459854
