Date,Open,High,Low,Close,Volume,RSI(14),ma7,ma20,MACD,signal_line,bollinger_high,bollinger_low,center_line,%K,%D,target,Daily Average Tone
2015-02-19,67.85713958740234,68.71428680419922,67.57428741455078,67.80000305175781,10432100,77.05076062827155,66.3528584071568,64.49300060272216,3.6015040049991285,3.6334017196876465,67.96747565282884,61.01852555261549,64.49300060272216,86.47223402808233,92.93504516201183,1,-11.11320754716981
2015-02-20,67.94999694824219,68.37428283691406,67.63714599609375,68.31428527832031,9422000,78.0148012185243,66.84775652204242,64.84842910766602,3.577425535019273,3.622206482753972,68.35924858591888,61.33760962941316,64.84842910766602,94.08156711081159,92.40423203369828,0,24.33333333333333
2015-02-23,68.30000305175781,68.31428527832031,67.14286041259766,67.40571594238281,9031400,72.24112078485878,67.1936754499163,65.09400062561035,3.4453137891765664,3.5868279440384914,68.59887962091146,61.58912163030923,65.09400062561035,78.46734045284407,86.3403805305793,1,20.060606060606062
2015-02-24,67.37285614013672,68.08428955078125,67.355712890625,67.83999633789062,6075300,73.25979949191193,67.56408255440849,65.29628620147705,3.337188050745702,3.536899965379934,68.94193363512713,61.65063876782697,65.29628620147705,85.613466182324,86.05412458199318,1,5.485294117647059
2015-02-25,67.80714416503906,68.7942886352539,67.80714416503906,68.33285522460938,6854400,74.40764288520421,67.8136738368443,65.46885738372802,3.2537598984854625,3.4802719520010394,69.33943245388164,61.598282313574394,65.46885738372802,92.50572624668615,85.52884429395137,1,12.435483870967742
2015-02-26,68.62571716308594,69.5,68.43000030517578,69.00428771972656,10852800,75.92388592185381,68.08040836879185,65.75864315032959,3.2048776432084622,3.425193090242524,69.77405397502453,61.743232325634644,65.75864315032959,92.77688255569446,90.29869166156817,0,-15.55
2015-02-27,69.08142852783203,69.42857360839844,67.81857299804688,67.84428405761719,11516400,68.38572076174071,68.07734680175781,65.98085727691651,3.0375208531427376,3.3476586428225668,69.94107812368384,62.02063643014918,65.98085727691651,75.87424967635823,87.05228615957958,1,-20.514851485148515
2015-03-02,67.71428680419922,68.60713958740234,67.23428344726562,68.60713958740234,10187100,70.46267087207835,68.1926520211356,66.25550003051758,2.932639810844563,3.2646548764269663,70.14364334863063,62.367356712404536,66.25550003051758,86.04594040469861,84.8990242122504,0,-3.763636363636364
2015-03-03,68.34428405761719,68.45714569091797,67.50714111328125,67.81571197509766,7426300,65.64437070261852,68.12142726353237,66.4957857131958,2.753913830730866,3.1625066672877464,70.13816208292819,62.85340934346342,66.4957857131958,66.63830648939289,76.18616552348321,0,-26.97029702970297
2015-03-04,67.52999877929688,67.92571258544922,66.18285369873047,67.11000061035156,17453800,61.59943103531879,68.07918221609933,66.58757152557374,2.526206656750574,3.035246665180312,70.1945433795726,62.980599671574886,66.58757152557374,52.65986223905362,68.44803637771501,0,-39.36585365853659
2015-03-05,67.42857360839844,67.46428680419922,66.41999816894531,66.80714416503906,11244800,59.89377811975489,67.93163190569196,66.72285709381103,2.294855431849342,2.8871684185141184,70.14491824057319,63.30079594704887,66.72285709381103,33.9523464677142,51.083505065386866,0,1.7676767676767675
2015-03-06,66.64286041259766,66.92571258544922,64.84428405761719,64.87428283691406,12888400,50.31778111733334,67.4375501360212,66.76007137298583,1.933256782952654,2.6963860914018256,70.0832962838441,63.436846462127555,66.76007137298583,0.6443429897383627,29.085517232168694,0,8.472972972972974
2015-03-09,64.98999786376953,65.09285736083984,62.82857131958008,63.66143035888672,18970700,45.41142172562034,66.67428479875836,66.76914291381836,1.5311698172456403,2.4633428365705887,70.05730891032961,63.480976917307096,66.76914291381836,12.483968265313417,15.693552574255287,0,3.3541666666666665
2015-03-10,63.01571273803711,63.3514289855957,61.98285675048828,62.15142822265625,17947300,40.16097358509962,65.86101967947823,66.71192855834961,1.0782391772089994,2.186322104698271,70.26870513993819,63.155151976761026,66.71192855834961,2.242493811447832,5.1236016888331655,1,29.4375
2015-03-11,62.2400016784668,63.939998626708984,62.2400016784668,62.88428497314453,16363200,43.5710155457383,65.04346902029855,66.61364288330078,0.7695528703564491,1.9029682578299068,70.46706132813894,62.76022443846263,66.61364288330078,11.991632894780912,8.906031657180682,1,-1.606060606060606
2015-03-12,63.34714126586914,64.58285522460938,63.34000015258789,64.04571533203125,14654500,48.57281968956008,64.50489807128906,66.56671447753907,0.6115845062053182,1.644691507504989,70.51992994817863,62.6134990068995,66.56671447753907,27.44205495454624,13.892060553591625,0,-52.12048192771084
2015-03-13,63.907142639160156,64.05714416503906,62.36714172363281,62.628570556640625,10161200,43.50554141418783,63.864693777901785,66.43578567504883,0.36780190826422654,1.3893135876568368,70.7151415596505,62.15642979044716,66.43578567504883,8.589882947811146,16.007856932379394,0,-23.692307692307693
2015-03-16,61.547142028808594,61.547142028808594,59.619998931884766,60.281429290771484,26796000,36.6802205855411,62.93244879586356,66.12057132720948,-0.014623668690731506,1.1085261363873231,71.16895434678752,61.07218830763144,66.12057132720948,6.6946385362374965,14.242192146198256,0,13.8125
2015-03-17,59.71285629272461,60.69428634643555,59.38428497314453,59.788570404052734,18428200,35.42350201473842,62.20591844831194,65.75314254760742,-0.3533945741493554,0.8161419942799875,71.47663080274799,60.02965429246685,65.75314254760742,3.9966075540374106,6.4270430126953135,1,-35.76470588235294
2015-03-18,59.73857116699219,60.650001525878906,59.29999923706055,60.44571304321289,14634900,38.45143171801976,61.74653026035854,65.3821424484253,-0.5623644510953341,0.5404407052049232,71.46070499274178,59.303579904108815,65.3821424484253,11.311698607797315,7.334314899357369,1,-22.0
2015-03-19,60.459999084472656,61.211429595947266,60.255714416503906,60.744285583496094,11449900,39.831856692814746,61.54550988333566,65.0293565750122,-0.6958608249638161,0.29318039917117533,71.32092429663231,58.73778885339209,65.0293565750122,15.518046274895884,10.275450812243498,1,14.285714285714286
2015-03-20,61.33714294433594,61.78571319580078,60.895713806152344,61.18571472167969,13641600,41.90638364970014,61.302856990269255,64.67292804718018,-0.7573082427553643,0.0830826707858674,70.98737374225873,58.35848235210163,64.67292804718018,20.592828717124956,15.807524533272678,0,-33.04761904761905
2015-03-23,60.88999938964844,61.15571212768555,60.33000183105469,60.71428680419922,7664300,40.30799406068076,60.82693862915039,64.33835659027099,-0.8344272986274675,-0.10041932309679959,70.74655558523634,57.93015759530564,64.33835659027099,16.396180930390738,17.502351974137156,1,-37.63855421686747
2015-03-24,61.13571548461914,63.09857177734375,61.11857223510742,62.611427307128906,16888900,48.77539221014019,60.82448959350586,64.07692813873291,-0.7340002248049231,-0.22713550343842429,70.3167835684166,57.837072709049224,64.07692813873291,40.5599146629387,25.849641436818093,0,13.27450980392157
2015-03-25,62.68428421020508,62.691429138183594,60.244285583496094,60.25,21652400,40.9826001921123,60.81999969482422,63.67278537750244,-0.8353293370533237,-0.34877427016140417,69.80376923176908,57.541801523235804,63.67278537750244,12.457860917892884,23.137985503740737,0,-19.151515151515152
2015-03-26,59.628570556640625,60.4471435546875,59.38999938964844,59.75143051147461,16039100,39.54601673719966,60.81469399588449,63.21014251708984,-0.9449707450271418,-0.4680135651345517,69.05165180049856,57.36863323368112,63.21014251708984,7.792893676455965,20.270223085762478,0,5.17948717948718
2015-03-27,59.33000183105469,59.84714126586914,58.57285690307617,59.25285720825195,15852200,38.10745245275679,60.6442860194615,62.780571174621585,-1.0598754649784894,-0.5863859451033393,68.45702009931476,57.10412224992841,62.780571174621585,11.314484111241935,10.52174623519689,1,5.111111111111111
2015-03-30,59.71571350097656,60.56428527832031,59.36428451538086,60.36714172363281,13272700,43.09016267716987,60.59040832519531,62.368571281433105,-1.0489333843404438,-0.6788954329507602,67.4595677650223,57.27757479784391,62.368571281433105,29.854997032659785,16.320791606785857,0,-3.057142857142857
2015-03-31,60.11000061035156,60.41999816894531,59.45571517944336,59.52714157104492,14248500,40.44667065749166,60.35346930367606,61.95414276123047,-1.0954154315188873,-0.7621994326643856,66.5270758916171,57.38120963084385,61.95414276123047,15.87828509950904,19.015922081136882,0,-17.04
2015-04-01,59.64285659790039,59.78571319580078,58.702857971191406,59.01714324951172,14639800,38.88684298170539,60.11102022443499,61.549499893188475,-1.1600332498975945,-0.8417661961110274,65.6318268284861,57.467172957890845,61.549499893188475,8.101077226879825,17.944786453016178,1,-4.109375
2015-04-02,59.07143020629883,59.60714340209961,58.861427307128906,59.1542854309082,9864400,39.56182495579393,59.617142813546316,61.166856956481936,-1.1864998766082948,-0.910712932210481,64.58717514998513,57.74653876297874,61.166856956481936,12.84721958817892,12.27552730485589,1,-1.2045454545454546
2015-04-06,58.76856994628906,60.4471435546875,58.46428680419922,60.33000183105469,10730300,45.15444246070682,59.62857164655413,60.939642906188965,-1.0999251291293959,-0.9485553715942641,63.920101866587125,57.959183945790805,60.939642906188965,40.258962011771004,20.40241960894321,1,0.0975609756097561
2015-04-07,60.49714279174805,60.84857177734375,60.0428581237793,60.494285583496094,9977100,45.90765288690421,59.734693799700054,60.78128566741943,-1.0064558951078126,-0.9601354762969738,63.49068980777525,58.07188152706362,60.78128566741943,43.803926410667984,32.3033693368726,1,-12.324675324675324
2015-04-08,61.2014274597168,63.10714340209961,61.18428421020508,63.04999923706055,22327900,56.02530922708789,60.277142660958425,60.82621421813965,-0.7178808374549064,-0.9116845485285603,63.65229819158746,58.00013024469183,60.82621421813965,98.76920245469343,60.94403029237744,0,25.15873015873016
2015-04-09,63.0,63.13571548461914,62.11428451538086,62.78571319580078,13455400,54.882110795832126,60.62265287126814,60.82128562927246,-0.5046909370301265,-0.8302858262288736,63.63330441711785,58.00926684142707,60.82128562927246,92.50759643863604,78.36024176799911,1,13.448275862068966
2015-04-10,64.39714050292969,64.99571228027344,63.9471435546875,64.93856811523438,22367100,61.73219795954018,61.395713806152344,60.86592826843262,-0.16017263472507182,-0.6962631879281134,63.90080741503894,57.8310491218263,60.86592826843262,99.12508892203714,96.80062927178882,1,-6.142857142857143
